,gene,gene_start,gene_end
3830,yihA,4050132,4050765
3831,yihI,4051346,4051856
3832,hemN,4052044,4053418
3833,yshB,4053646,4053757
3834,glnG,4053868,4055278
3835,glnL,4055289,4056339
3836,glnA,4056624,4058034
3837,bipA,4058406,4060230
3838,yihL,4060446,4061157
3839,yihM,4061164,4062145
3840,yihN,4062246,4063512
3841,ompL,4063602,4064295
3842,yihO,4064362,4065766
3843,yihP,4065808,4067194
3844,yihQ,4067239,4069276
3845,yihR,4069474,4070401
3846,yihS,4070514,4071756
3847,yihT,4071772,4072651
3848,yihU,4072674,4073571
3849,yihV,4073738,4074635
3850,yihW,4074668,4075454
3851,yihX,4075552,4076152
3852,yihY,4076145,4077018
3853,dtd,4077014,4077452
3854,yiiD,4077448,4078438
3855,yiiE,4079290,4079509
3856,yiiF,4079750,4079969
3857,fdhE,4080298,4081228
3858,fdoI,4081224,4081860
3859,fdoH,4081856,4082759
3860,fdoG,4082771,4085822
3861,fdhD,4086015,4086849
3862,yiiG,4087001,4088057
3863,frvR,4088106,4089855
3864,frvX,4089854,4090925
3865,frvB,4090914,4092366
3866,frvA,4092376,4092823
3867,rhaM,4093123,4093438
3868,rhaD,4093447,4094272
3869,rhaA,4094722,4095982
3870,rhaB,4095978,4097448
3871,rhaS,4097735,4098572
3872,rhaR,4098645,4099494
3873,rhaT,4099490,4100525
3874,sodA,4100809,4101430
3875,kdgT,4101689,4102673
3876,yiiM,4102821,4103496
3877,cpxA,4103601,4104975
3878,cpxR,4104971,4105670
3879,cpxP,4105819,4106320
3880,fieF,4106468,4107371
3881,pfkA,4107551,4108514
3882,sbp,4108833,4109823
3883,cdh,4109929,4110685
3884,tpiA,4110739,4111507
3885,yiiQ,4111614,4112214
3886,yiiR,4112314,4112755
3887,yiiS,4112966,4113266
3888,uspD,4113292,4113721
3889,fpr,4113725,4114472
3890,glpX,4114568,4115579
3891,glpK,4115713,4117222
3892,glpF,4117244,4118090
3893,zapB,4118514,4118760
3894,rraA,4118844,4119330
3895,menA,4119422,4120349
3896,hslU,4120415,4121747
3897,hslV,4121756,4122287
3898,ftsN,4122379,4123339
3899,cytR,4123430,4124456
3900,priA,4124611,4126810
3901,rpmE,4127012,4127225
3902,yiiX,4127285,4127894
3903,metJ,4128077,4128395
3904,metB,4128671,4129832
3905,metL,4129834,4132267
3906,metF,4132615,4133506
3907,katG,4133834,4136015
3908,yijE,4136107,4137013
3909,yijF,4137039,4137657
3910,gldA,4137931,4139035
3911,fsaB,4139045,4139708
3912,ptsA,4139719,4142221
3913,frwC,4142529,4143609
3914,frwB,4143623,4143944
3915,pflD,4143994,4146292
3916,pflC,4146257,4147136
3917,frwD,4147137,4147479
3918,yijO,4147465,4148317
3919,eptC,4148531,4150265
3920,ppc,4150446,4153098
3921,argE,4153695,4154847
3922,argC,4155000,4156005
3923,argB,4156012,4156789
3924,argH,4156849,4158223
3925,oxyR,4158489,4159407
3926,sthA,4159389,4160790
3927,fabR,4161066,4161771
3928,yijD,4161770,4162130
3929,trmA,4162169,4163270
3930,btuB,4163638,4165483
3931,murI,4165427,4166285
3932,murB,4172056,4173085
3933,birA,4173081,4174047
3934,coaA,4174075,4175026
3935,tufB,4175943,4177128
3936,secE,4177357,4177741
3937,nusG,4177742,4178288
3938,rplK,4178446,4178875
3939,rplA,4178878,4179583
3940,rplJ,4179995,4180493
3941,rplL,4180559,4180925
3942,rpoB,4181244,4185273
3943,rpoC,4185349,4189573
3944,yjaZ,4189785,4190325
3945,thiH,4190734,4191868
3946,thiG,4191864,4192635
3947,thiS,4192636,4192837
3948,thiF,4192820,4193576
3949,thiE,4193568,4194204
3950,thiC,4194203,4196099
3951,rsd,4196331,4196808
3952,nudC,4196902,4197676
3953,hemE,4197715,4198780
3954,nfi,4198789,4199461
3955,yjaG,4199503,4200094
3956,hupA,4200280,4200553
3957,yjaH,4200565,4201261
3958,zraP,4201262,4201688
3959,zraS,4201925,4203323
3960,zraR,4203319,4204645
3961,purD,4204641,4205931
3962,purH,4205942,4207532
3963,yjaA,4213233,4213617
3964,yjaB,4213679,4214123
3965,metA,4214279,4215209
3966,aceB,4215477,4217079
3967,aceA,4217108,4218413
3968,aceK,4218595,4220332
3969,arpA,4220300,4222487
3970,iclR,4222803,4223628
3971,metH,4223827,4227511
3972,yjbB,4227730,4229362
3973,pepE,4229452,4230142
3974,rluF,4230353,4231226
3975,yjbD,4231358,4231631
3976,lysC,4231883,4233233
3977,pgi,4233757,4235407
3978,yjbE,4235905,4236148
3979,yjbF,4236261,4236900
3980,yjbG,4236896,4237634
3981,yjbH,4237633,4239730
3982,yjbT,4239776,4240055
3983,psiE,4240324,4240735
3984,xylE,4240778,4242254
3985,malG,4242625,4243516
3986,malF,4243530,4245075
3987,malE,4245228,4246419
3988,malK,4246783,4247899
3989,lamB,4247970,4249311
3990,malM,4249553,4250474
3991,yjbI,4250702,4252283
3992,ubiC,4252505,4253003
3993,ubiA,4253015,4253888
3994,plsB,4254042,4256466
3995,dgkA,4256636,4257005
3996,lexA,4257114,4257723
3997,dinF,4257741,4259121
3998,yjbJ,4259236,4259446
3999,zur,4259487,4260003
4000,yjbL,4260320,4260575
4001,yjbM,4260598,4261306
4002,dusA,4261668,4262706
4003,pspG,4262839,4263082
4004,qorA,4263247,4264231
4005,dnaB,4264313,4265729
4006,alr,4265781,4266861
4007,tyrB,4267113,4268307
4008,yjbS,4268808,4269012
4009,aphA,4269413,4270127
4010,yjbQ,4270237,4270654
4011,yjbR,4270657,4271014
4012,uvrA,4271048,4273871
4013,ssb,4274124,4274661
4014,yjcB,4274759,4275041
4015,pdeC,4275470,4277057
4016,soxS,4277059,4277383
4017,soxR,4277468,4277933
4018,ghxP,4278478,4279828
4019,yjcE,4279979,4281629
4020,yjcF,4281782,4283075
4021,actP,4283252,4284902
4022,yjcH,4284898,4285213
4023,acs,4285412,4287371
4024,nrfA,4287763,4289200
4025,nrfB,4289244,4289811
4026,nrfC,4289807,4290479
4027,nrfD,4290475,4291432
4028,nrfE,4291511,4293170
4029,nrfF,4293162,4293546
4030,nrfG,4293542,4294139
4031,gltP,4294480,4295794
4032,yjcO,4296435,4297125
4033,fdhF,4297218,4299366
4034,mdtP,4299563,4301030
4035,mdtO,4301026,4303078
4036,mdtN,4303077,4304109
4037,ytcA,4304127,4304403
4038,yjcS,4304611,4306597
4039,alsK,4306869,4307799
4040,alsE,4307782,4308478
4041,alsC,4308488,4309469
4042,alsA,4309447,4310980
4043,alsB,4311106,4312042
4044,alsR,4312100,4312991
4045,rpiB,4313349,4313799
4046,yjdP,4313867,4314197
4047,phnP,4314343,4315102
4048,phnO,4315103,4315538
4049,phnN,4315524,4316082
4050,phnM,4316081,4317218
4051,phnL,4317214,4317895
4052,phnK,4318005,4318764
4053,phnJ,4318760,4319606
4054,phnI,4319598,4320663
4055,phnH,4320662,4321247
4056,phnG,4321243,4321696
4057,phnF,4321696,4322422
4058,phnE,4322442,4323281
4059,phnD,4323335,4324352
4060,phnC,4324376,4325165
4061,yjdN,4325297,4325741
4062,yjdM,4326398,4326734
4063,crfC,4327134,4329363
4064,yjcZ,4329359,4330238
4065,proP,4330501,4332004
4066,pmrR,4332115,4332205
4067,basS,4332180,4333272
4068,basR,4333281,4333950
4069,eptA,4333946,4335590
4070,adiC,4335693,4337031
4071,adiY,4337167,4337929
4072,adiA,4338253,4340521
4073,melR,4340719,4341628
4074,melA,4341910,4343266
4075,melB,4343368,4344790
4076,yjdF,4344928,4345558
4077,fumB,4345679,4347326
4078,dcuB,4347403,4348744
4079,dcuR,4349314,4350034
4080,dcuS,4350030,4351662
4081,yjdI,4351842,4352073
4082,yjdJ,4352084,4352357
4083,ghoS,4352583,4352880
4084,ghoT,4352907,4353081
4085,lysU,4353199,4354717
4086,dtpC,4354953,4356411
4087,cadA,4356469,4358617
4088,cadB,4358696,4360031
4089,cadC,4360395,4361934
4090,yjdC,4362732,4363308
4091,dsbD,4363344,4365042
4092,cutA,4365017,4365356
4093,dcuA,4365471,4366773
4094,aspA,4366890,4368327
4095,fxsA,4368663,4369140
4096,yjeH,4369155,4370412
4097,groS,4370687,4370981
4098,groL,4371024,4372671
4099,yjeI,4372808,4373162
4100,yjeJ,4373364,4374234
4101,epmB,4374628,4375657
4102,efp,4375698,4376265
4103,ecnA,4376316,4376442
4104,ecnB,4376552,4376699
4105,gdx,4376874,4377192
4106,blc,4377188,4377722
4107,ampC,4377810,4378944
4108,frdD,4379006,4379366
4109,frdC,4379376,4379772
4110,frdB,4379782,4380517
4111,frdA,4380509,4382318
4112,epmA,4382642,4383620
4113,yjeM,4383838,4385341
4114,yjeN,4385392,4385707
4115,yjeO,4385703,4386018
4116,mscM,4386046,4389370
4117,psd,4389391,4390360
4118,rsgA,4390456,4391509
4119,orn,4391603,4392149
4120,yjeV,4392891,4392945
4121,queG,4392927,4394067
4122,nnr,4394065,4395613
4123,tsaE,4395584,4396046
4124,amiB,4396064,4397402
4125,mutL,4397411,4399259
4126,miaA,4399251,4400202
4127,hfq,4400287,4400596
4128,hflX,4400671,4401952
4129,hflK,4402037,4403297
4130,hflC,4403299,4404304
4131,yjeT,4404385,4404583
4132,purA,4404686,4405985
4133,nsrR,4406189,4406615
4134,rnr,4406653,4409095
4135,rlmB,4409274,4410006
4136,yjfI,4410132,4410534
4137,yjfJ,4410552,4411251
4138,yjfK,4411301,4411961
4139,yjfL,4411978,4412377
4140,yjfM,4412386,4413025
4141,yjfC,4413027,4414191
4142,aidB,4414274,4415900
4143,yjfN,4416016,4416292
4144,bsmA,4416440,4416770
4145,yjfP,4416951,4417701
4146,ulaR,4417697,4418453
4147,ulaG,4418560,4419625
4148,ulaA,4419979,4421377
4149,ulaB,4421392,4421698
4150,ulaC,4421707,4422172
4151,ulaD,4422185,4422836
4152,ulaE,4422845,4423700
4153,ulaF,4423699,4424386
4154,yjfY,4424515,4424791
4155,rpsF,4425117,4425513
4156,priB,4425519,4425834
4157,rpsR,4425838,4426066
4158,rplI,4426107,4426557
4159,yjfZ,4426627,4427422
4160,ytfA,4427693,4428095
4161,ytfB,4428078,4428717
4162,fklB,4428934,4429555
4163,cycA,4429863,4431276
4164,ytfE,4431320,4431983
4165,ytfF,4432090,4433056
4166,qorB,4433163,4434024
4167,ytfH,4434112,4434493
4168,cpdB,4434621,4436565
4169,cysQ,4436754,4437495
4170,ytfI,4437706,4438645
4171,ytfJ,4438707,4439262
4172,ytfK,4439586,4439793
4173,ytfL,4439871,4441215
4174,msrA,4441537,4442176
4175,tamA,4442381,4444115
4176,tamB,4444111,4447891
4177,ytfP,4447893,4448235
4178,yzfA,4447975,4448245
4179,chpS,4448446,4448698
4180,chpB,4448691,4449042
4181,ppa,4449121,4449652
4182,ytfQ,4449961,4450918
4183,ytfR,4451057,4452560
4184,ytfT,4452570,4453596
4185,yjfF,4453582,4454578
4186,fbp,4454610,4455609
4187,mpl,4455784,4457158
4188,yjgA,4457313,4457865
4189,pmbA,4457958,4459311
4190,nrdG,4459899,4460364
4191,nrdD,4460521,4462660
4192,treC,4463053,4464709
4193,treB,4464758,4466180
4194,treR,4466298,4467246
4195,mgtL,4467430,4467484
4196,mgtA,4467624,4470321
4197,ridA,4470526,4470913
4198,pyrI,4470985,4471447
4199,pyrB,4471459,4472395
4200,pyrL,4472398,4472533
4201,yjgH,4472813,4473209
4202,bdcA,4473339,4474053
4203,bdcR,4474123,4474717
4204,tabA,4474861,4475314
4205,yjgL,4475436,4477251
4206,argI,4477306,4478311
4207,rraB,4478472,4478889
4208,yjgM,4479033,4479537
4209,yjgN,4479729,4480926
4210,valS,4480981,4483837
4211,holC,4483836,4484280
4212,pepA,4484439,4485951
4213,lptF,4486217,4487318
4214,lptG,4487317,4488400
4215,yjgR,4488560,4490063
4216,idnR,4490140,4491139
4217,idnT,4491205,4492525
4218,idnO,4492586,4493351
4219,idnD,4493374,4494406
4220,idnK,4494622,4495186
4221,ahr,4495189,4496209
4222,intB,4496749,4497940
4223,insC-6,4498271,4498637
4224,insD-6,4498594,4499500
4225,yjgX,4499592,4500791
4226,yjgZ,4501259,4501589
4227,insG,4502102,4503431
4228,yjhB,4504057,4505275
4229,yjhC,4505286,4506405
4230,ythA,4506447,4506573
4231,yjhD,4506625,4506856
4232,yjhE,4506860,4507109
4233,insO,4507196,4509793
4234,insI-3,4507465,4508617
4235,yjhV,4509803,4510133
4236,fecE,4510689,4511457
4237,fecD,4511457,4512414
4238,fecC,4512410,4513409
4239,fecB,4513405,4514308
4240,fecA,4514352,4516677
4241,fecR,4516763,4517717
4242,fecI,4517713,4518235
4243,insA-7,4518526,4518802
4244,yjhU,4519337,4520324
4245,yjhF,4520670,4522020
4246,yjhG,4522126,4524094
4247,yjhH,4524104,4525010
4248,yjhI,4525014,4525803
4249,sgcR,4526105,4526888
4250,sgcE,4526904,4527537
4251,sgcA,4527548,4527980
4252,sgcQ,4528110,4528917
4253,sgcC,4528929,4530243
4254,sgcB,4530254,4530533
4255,sgcX,4530529,4531651
4256,yjhP,4532436,4533183
4257,yjhQ,4533238,4533784
4258,topAI,4533795,4534053
4259,yjhZ,4534429,4534675
4260,yjhR,4535014,4536031
4261,nanS,4536613,4537594
4262,nanM,4537658,4538765
4263,nanC,4538784,4539501
4264,fimB,4540956,4541559
4265,fimE,4542036,4542633
4266,fimA,4543114,4543663
4267,fimI,4543727,4544267
4268,fimC,4544303,4545029
4269,fimD,4545095,4547732
4270,fimF,4547741,4548272
4271,fimG,4548284,4548788
4272,fimH,4548807,4549710
4273,gntP,4549952,4551296
4274,uxuA,4551635,4552820
4275,uxuB,4552900,4554361
4276,uxuR,4554575,4555349
4277,yjiC,4555489,4556320
4278,ytiC,4556573,4556675
4279,ytiD,4556653,4556797
4280,idlP,4556912,4556996
4281,iraD,4556992,4557385
4282,hypT,4557377,4558289
4283,iadA,4558353,4559526
4284,yjiG,4559538,4560000
4285,yjiH,4559996,4560680
4286,kptA,4560929,4561484
4287,yjiJ,4561496,4562675
4288,yjiK,4562742,4563603
4289,ytiA,4563667,4563925
4290,yjiL,4563921,4564689
4291,yjiM,4564698,4565850
4292,yjiN,4565965,4567246
4293,mdtM,4567286,4568519
4294,rpnD,4568997,4569918
4295,yjiR,4570161,4571574
4296,yjiS,4571750,4571915
4297,yjiT,4572413,4573931
4298,yjiV,4574134,4576855
4299,mcrC,4576911,4577958
4300,mcrB,4577957,4579337
4301,symE,4579498,4579840
4302,hsdS,4580067,4581462
4303,hsdM,4581458,4583048
4304,hsdR,4583248,4586761
4305,mrr,4586948,4587863
4306,yjiA,4587908,4588865
4307,yjiX,4588875,4589079
4308,btsT,4589128,4591279
4309,tsr,4591656,4593312
4310,lgoT,4593360,4594722
4311,lgoR,4594936,4595851
4312,lgoD,4595989,4597012
4313,opgB,4597149,4599441
4314,yjjA,4599694,4600189
4315,dnaC,4600237,4600975
4316,dnaT,4600977,4601517
4317,yjjB,4601623,4602097
4318,yjjP,4602087,4602858
4319,yjjQ,4603476,4604202
4320,bglJ,4604159,4604837
4321,fhuF,4604874,4605663
4322,yjjZ,4605803,4606040
4323,rsmC,4606668,4607700
4324,holD,4607802,4608216
4325,rimI,4608184,4608631
4326,yjjG,4608645,4609323
4327,prfC,4609413,4611003
4328,osmY,4611395,4612001
4329,ytjA,4612127,4612289
4330,yjjU,4612410,4613484
4331,yjjV,4613480,4614260
4332,yjjW,4614679,4615543
4333,yjjI,4615514,4617065
4334,deoC,4617322,4618102
4335,deoA,4618228,4619551
4336,deoB,4619602,4620826
4337,deoD,4620882,4621602
4338,yjjJ,4621768,4623100
4339,lplA,4623100,4624117
4340,ytjB,4624144,4624789
4341,serB,4624894,4625863
4342,radA,4625911,4627294
4343,nadR,4627314,4628547
4344,ettA,4628854,4630522
4345,slt,4630732,4632670
4346,trpR,4632759,4633086
4347,yjjX,4633232,4633745
4348,ytjC,4633796,4634444
4349,rob,4634440,4635310
4350,creA,4635520,4635994
4351,creB,4636006,4636696
4352,creC,4636695,4638120
4353,creD,4638177,4639530
4354,arcA,4639589,4640306
4355,yjjY,4640401,4640542
4356,yjtD,4640941,4641628
